"","GC124688","GC124689","GC124690","GC124691","GC124692","GC124693","GC124694","GC124695","GC124696"
"BT_1576",33985.822,32063.152,33187.057,925.495,662,532,399,718,545
"BT_1577",2113.205,1815.128,2382.293,87.505,39,40,107,88,56
"BT_1578",597.258,503.857,725.134,55.28,55,43,20,65,23
"BT_1579",4347.915,5046.411,5018.692,1177.717,329,433,316,458.345,479
"BT_1580",4418.517,3020.089,3447.603,39.003,21,13,88,100.655,42
"BT_1581",376,348,309,87,10,47,220,25,17
"BT_1582",209,203,271,60,43,16,21,18,12
"BT_1583",12886,15900,15497.769,16080,3785,3309,3639,7794,11287
"BT_1584",5,15,11,0,0,0,0,0,0
"BT_1585",11,15,32,32,0,0,60,40,68
"BT_1586",5,2,0,9,0,15,7,0,0
"BT_1587",249.151,247.002,229,213.004,117,94,410.105,99,91
"BT_1588",258.849,304.998,247,425.996,180,48,123.895,193,33
"BT_1589",0,0,0,0,0,0,2,32,0
"BT_1590",53.469,52,46.852,178,69,56,424.704,164,79
"BT_1591",67.531,72,73.148,156,27,0,144.296,56,20
"BT_1592",24287.458,26217.09,24406.109,3376,1057,769,842,1054,916
"BT_1593",1304,1003,1237,402,100,187,62,204,119
"BT_1594",312,238,354,51,29,14,19,91,19
"BT_1595",6711,6060.092,8744,509,295,371,694,465,199
"BT_1596",83,69,98,31,22,0,29,26,0
"BT_1597",734.033,583,756.802,84,63,35,89,27,40
"BT_1598",390.967,322,500.198,26,0,0,0,20,0
"BT_1599",245.512,266,344.8,14,14,29,15,23,17
"BT_1600",2683.213,2492.014,2539.2,39,19,18,29,6,0
"BT_1601",10478.339,10660.985,11213.502,1211,465,593,1045,1666,910
"BT_1602",201.232,211.647,182.692,89.568,0,0,233.725,604.701,156.337
"BT_1604",241.151,218.473,202.773,38.912,23,32,21,0,0
"BT_1605",66.199,48.148,91.222,35.346,0,0,6,11,14
"BT_1606",246.651,223.379,239.004,52.742,69,18,19,71,0
"BT_1607",2000,1730,1784,272,118,235,125,247,301
"BT_1608",11,17,25,0,0,7,7,2,0
"BT_1609",51,50,44,30,0,0,0,0,0
"BT_1610",10400,10847,10122,1726,680,486,394,1011,485
"BT_1611",3,2,10,15,0,0,33,0,0
"BT_1612",158,93,151,54,0,18,9,30,20
"BT_1613",2227.52,2067.006,2183.802,1807.639,643,751,27310,2927,1687
"BT_1614",49.756,57.994,51.198,84.361,41,11,38,1,28
"BT_1615",8919.142,8877.03,9277.953,3903,1788,1258,1258,1669,1247
"BT_1616",61.858,55.97,91.047,4,0,0,2,9,0
"BT_1617",109,68,91,11,8,0,25,20,21
"BT_1618",59,49,66,98,76,56,4,10,26
"BT_1619",107,79,100,53,34,27,26,25,17
"BT_1620",46,48,40,5,0,0,1,0,0
"BT_1621",468,413,340,96,75,0,8,230,17
"BT_1622",369,372,341,1,0,0,9,23,0
"BT_1623",11889.617,13089,11795,274,69,75,50,134,165
"BT_1624",1822.077,1961.898,1689.921,1438.682,561,573,885,1322,1510.531
"BT_1625",1988,2117.102,2093.079,1979.318,845,611,365,690,565.469
"BT_1626",1571.01,1191.474,1306.003,266,123,153,93,415,128
"BT_1627",584,595.526,556,153,62,138,68,228,173
"BT_1628",1290,857,971,180.683,50,60,57,183,81
"BT_1629",94,81,78,43.317,17,10,54,10,0
"BT_1630",68,86,75,67,0,0,19,0,43
"BT_1631",450,450,517,147,156,80,20,204,37
"BT_1632",263,194,243,161,21,32,20,42,67
"BT_1633",960,826.554,786.677,366,85,74,92,296,313.044
"BT_1634",1291,1365.446,1324.323,249,156,127,105,367,347.956
"BT_1635",5212,4192.006,3957,501,232,151,380,290,126
"BT_1636",533,582,601,64,38,65,6,144,63
"BT_1637",4,0,4,2,0,0,0,0,0
"BT_1638",113,128,124,20,9,0,13,8,0
"BT_1639",183,133,133,43,12,31,27,23,17
"BT_1640",12,14,11,19,0,0,6,0,0
"BT_1641",5,3,2,4,0,0,5,0,0
"BT_1642",3087,3141,3658,2182,652,486,660,545,299
"BT_1643",8.8,9,6,0,0,0,3,0,0
"BT_1644",29.2,35,44,38,23,14,19,37,0
"BT_1645",177,108,92.164,45.372,11,55,227,11,10
"BT_1646",30.612,35,45.836,47.628,17.491,0,118.622,0,0
"BT_1647",24.388,24,25,36,15.509,0,74.55,5,13
"BT_1648",29.113,36.237,47.713,107.526,12,18,123.281,26,10
"BT_1649",424.887,307.763,296.287,249.474,80,26,79.547,94,85
"BT_1650",70,141,100,129,15,25,90,0,12
"BT_1651",119,131,91,95,21,18,98,56,27
"BT_1652",34,58,61,54,7,11,16,35,0
"BT_1653",141,107,116,246,64,78,102,49,37
"BT_1654",1475.109,1257.182,1287.801,86,52,8,37,57,31.74
"BT_1655",5512.447,3705.218,3534.778,670.554,960.061,429.446,580.044,472.196,322.266
"BT_1656",646.998,631.797,621.999,42,24,41,24,93,72
"BT_1657",1084.125,1260.108,1087.377,185.165,82.47,42,39,96.604,107
"BT_1658",41062.222,36760.111,26247.143,10191.563,6945.737,3116,3606.423,3036.298,2072.984
"BT_1659",7820.131,9002.644,10279.885,909.437,700.263,572,405.577,1255.062,1090.016
"BT_1660",18121.676,21796.996,22995.079,1008,646,364,149,712.641,504
"BT_1661",962,794,926,303,94,125,122,67,102
"BT_1662",4890.013,5352.263,4497.565,372.918,111,81,185,359,434
"BT_1663",30686.719,35919.296,31191.728,3991.082,767,917,1056,1568,1645
"BT_1664",6898.723,8342.564,7198.736,3148.222,1339,786,802.962,999.715,793
"BT_1665",1470.53,1591.781,1486.876,668.778,65,61,26.038,57.285,99
"BT_1666",3093.623,3690.16,3122.749,3459,924,1207,1707,1126,1328
"BT_1667",40617.576,25652.843,21330.149,175.424,273,73,1692,426,148
"BT_1668",1280.001,1197,1134.001,292.576,114,86,113,500,206
"BT_1669",3469,4353.999,4447.674,295.819,85,84,93,236,108
"BT_1670",543.247,562.082,613.187,23.181,57,0,38,51,33
"BT_1671",15721.752,10183.919,10648.902,2497,660,553,1476,1499,492
"BT_1672",11807.084,14122.089,15027.002,958,476,427,386,573,454
"BT_1673",93.522,79,84,11,0,24,14,13,13
"BT_1674",238.478,195,255,6,0,0,25,22.041,0
"BT_1675",19904.631,19355.687,19411.631,3259,854,1039,2301,3127.959,2179
"BT_1676",2058.003,2014,1741.872,328,107,130,188,186,20
"BT_1677",775.561,855.713,817.537,329,105,80,118.397,446.702,337.04
"BT_1678",1546.664,1316.129,1333.916,177.348,115,28,229.435,288.892,191.96
"BT_1679",170.726,217.949,204.434,54.835,42,10,33.168,1.498,80
"BT_1680",19584.468,15622.251,12816.294,1116.818,557,483,394,564.908,299
"BT_1681",7610,8975,7035.111,13846,3147,2153,760,5163,5131
"BT_1682",52,78,77,24,18,31,33,17,11
"BT_1683",1244,1175,819,480,221,219,125,105,98
"BT_1684",1955,2321,2435,60,36,39,13,87,41
"BT_1685",739.567,1016.473,979.889,159.999,118,90,77,74,20
"BT_1686",4926.36,5405.786,6156.998,746.219,385,204,304.838,584.883,338
"BT_1687",2333.39,2749.677,2914.996,267.118,106,99,228.038,260.117,244
"BT_1688",334.169,389.432,379.902,33.68,29,0,6.124,61.086,31
"BT_1689",11261.515,11792.633,11175.822,284.984,106,120,217,316.914,215
"BT_1690",327,279,388,42,54,57,378,54,3
"BT_1691",24263.734,22027.771,21988.121,3687,1316,995,1727,1772,1139
"BT_1692",3026,2516,3007,63,28,0,216,125,91
"BT_1693",6582.387,7463.614,9286.419,104,29,30,42,44,19
"BT_1694",40858.936,37194.498,38982.974,949,285,279,491,592,249
"BT_1695",4674.228,3572,4191.601,59,4,0,70,12,29
"BT_1696",2755.984,2788.342,2487.304,995.413,207,268,635.995,695.737,555
"BT_1697",3656.881,3418.983,3422.906,1997.547,607,561,1899.006,1087.263,725
"BT_1698",575.135,594.76,663.79,683.04,190,182,158.999,153,180
"BT_1699",840.949,688,668.218,1258,277,363,380.801,392,348
"BT_1700",8636.606,7713,7117.034,5156,1369,1273,1774.199,1357,982
"BT_1701",0,0,0,12,0,0,0,0,0
"BT_1702",4,12,4,31,14,0,0,0,0
"BT_1703",44,46,30,26,0,0,4,20,0
"BT_1704",67,46,85,31,9,10,34,65,35
"BT_1705",8,16,4,1,0,0,6,0,0
"BT_1706",23,33,65,22,24,0,2,9,0
"BT_1707",2287,2272,1931.997,1271,359,283,790,399,243
"BT_1708",28,17,23.003,23,9,0,0,0,0
"BT_1709",29,41,22,45,5,0,27,15,0
"BT_1710",17,24,22.946,46,0,0,39.011,0,1
"BT_1711",4,8,6.054,7,2.264,0,30.989,0,0
"BT_1712",91,66,66,90,13.736,52,54,36,1
"BT_1713",0,3,1,6,0,0,0,23,0
"BT_1714",39,68,56,36,6,0,51.273,14,0
"BT_1715",12,40,24,12,0,0,8.727,12,3
"BT_1716",173.879,221.015,152.922,113.984,7,24,117.34,24.775,39
"BT_1717",17.121,20.985,36.078,14.016,6,0,37.66,27.225,8
"BT_1718",224,214,184,67,14,28,42,132,27
"BT_1719",24,22,42,10,0,4,6,41,0
"BT_1720",41.282,37.196,52,22,35,46,58,13,45
"BT_1721",74.718,61.804,69,25,23,0,46,94,46
"BT_1722",126.234,153,113,100,11,14,29,40,66
"BT_1723",763.831,476.849,551.199,52,19,9,20,51,0
"BT_1724",1435.015,897.9,875.452,228.056,504.985,246.581,76.221,595.325,162.952
"BT_1725",156.002,161.203,170.001,64,12,26,8,30,0
"BT_1726",994.875,1008.892,933.623,214.835,107.53,33,59,71.396,180
"BT_1727",2336.744,2321.337,2006.062,7764.695,2875.913,2678.994,3477.846,6615,4067
"BT_1728",2584.429,3540.663,3450.938,7580.305,2164.087,1518.006,224.154,413,668
"BT_1729",11837.703,11627.202,11400.882,221,86,111,144,315,188
"BT_1730",6069.186,5753.516,5282.194,285,64,144,407,315,281
"BT_1731",1028.754,1163.843,1255.791,87,38,32,36.634,145.88,117
"BT_1732",3514.354,3744.44,3551.133,323,88,31,154.366,122.12,88
"BT_1733",208652.688,184214.314,148300.155,4091,1472,1538,3199,3701,2803
"BT_1734",3960.41,4205.933,4744.41,381.125,234,306,337,412,186
"BT_1735",253.236,227.069,321.571,37.875,0,0,1,80,34
"BT_1736",357.354,425.999,442.622,36,0,0,6,0,9
"BT_1737",4394.011,4329,4260.875,495,185,158,182,440,220
"BT_1738",632.005,657,628.184,231,75,52,113,60,36
"BT_1739",24500,24904.495,23553.291,2531,557,638,1279,2481,2081
"BT_1740",12483.476,11178.902,9908.159,516,87,177,399,525.935,322.537
"BT_1741",944.356,576.843,642.595,18,69,20,101,65.065,53.463
"BT_1742",6771.854,6494.255,5887.457,569,154,283,251,422,412
"BT_1743",11,3,5,18,5,1,14,0,0
"BT_1744",7827,7282,6721,579,208,175,270,230,204
"BT_1745",1863,1852,1485,746,265,135,213,164,319
"BT_1746",6749.347,6816.103,8301.122,407,185,135,144,174,108.113
"BT_1747",93818.674,99633.421,105592.506,2924,1967,1903,1197,2945,1742.887
"BT_1748",499,593,404,13,8,0,4,20,15
"BT_1749",793,776,616.015,363,63,154,348,208.347,187
"BT_1750",6427.371,6221,5406.985,3158,753,734,1123,1447.653,1489
"BT_1751",1848,2418,2581,364,165,46,497,461,308
"BT_1752",347,401,440,4,0,7,33,21,0
"BT_1753",232.732,332.372,219.205,89,24,0,14,26,14
"BT_1754",8708.551,8732.999,8273.57,1161,484,327,476,929,809
"BT_1755",19,7,4,0,0,0,0,31,0
"BT_1757",439,486,516,349,200,82,98,252,165
"BT_1758",2004,2720,2426,144,54,32,87,63,52
"BT_1759",832,818,1008,74,0,52,129,67,9
"BT_1760",194,330,370,65,25,25,37,45,39
"BT_1761",459.963,542,641.006,48,5,16,26,59,0
"BT_1762",533.037,631,747,61,16,36,49,30,68
"BT_1763",2430,2768,3120,405,108,94,176,382,168
"BT_1764",358,405,381,150,59,53,61,222,141
"BT_1765",6507,8070,8468,739,103,157,648,365,472
"BT_1766",3089,3345,2861,380,172,95,171,441,192
"BT_1767",5593,5879,5400,938,257,205,118,431,101
"BT_1768",2359,2279,2792,125,41,45,43,69,33
"BT_1769",3622,3021,2775,884,371,199,576,1465,1161
"BT_1770",6049,6063,5806,414,123,99,120,326,251
"BT_1771",274.558,282,281,64,5,27,42,35,16
"BT_1772",61.442,72,52.001,13,18,17,15,6,18
"BT_1773",270,266,169.194,12,0,8,31,16,0
"BT_1774",297.001,305,281.806,53,13,36,55,56,12
"BT_1775",392,428,334,309,38,27,75,124,104
"BT_1776",2744,2321,2181,604,265,265,372,512,320
"BT_1777",1820,1437,1278,877,363,190,192,366,375
"BT_1778",595,563,432.418,66,0,35,18,12,58
"BT_1779",271,253,245.582,98,26,18,42,63,11
"BT_1780",224,234,218.312,57,14,26,40,149,59
"BT_1781",768,686,647.688,615,169,163,215,263,297
"BT_1782",1937.151,2825.013,2922.995,752,189,304,69,254,267
"BT_1783",14993.434,16234.429,17657.298,923,357,150,234,330,304
"BT_1784",3364,3303,3656.266,1878,892,677,682,756,528
"BT_1785",10,11,3,19,11,16,7,0,0
"BT_1786",10,10,5,27,0,12,0,8,11
"BT_1787",196,152,141,138,0,50,56,183,42
"BT_1788",2,1,4,0,0,0,4,0,0
"BT_1789",3911,4374,4114,270,111,129,125,261,162
"BT_1790",89,96,106,158,0,24,123,90,24
"BT_1791",8,8,13,0,0,0,6,12,0
"BT_1792",393,416,433,287,174,190,140,244,41
"BT_1793",4681.76,5780.028,6874.219,585.888,128.659,200,178,306.008,175.979
"BT_1794",61.251,51,64,94,36,36,36,76,66
"BT_1795",864.749,888,701,180,93,77,187,202,75
"BT_1796",794,782,885,487,227,161,133,304,272
"BT_1797",399,384,466,106,50,58,58,16,29
"BT_1798",674,670.715,851.605,288,47,30,44,560,359
"BT_1799",169,259.285,314.395,77,2,25,29,71,35
"BT_1800",1742.021,1458,1943,473.883,324,58,88,93,113
"BT_1801",409.692,326,442.631,44,12,17,15,45,1
"BT_1802",207.308,193,233.369,2,20,0,17,11,0
"BT_1803",119,88,125,15,0,5,5,0,17
"BT_1804",9732.425,11181.693,10575.735,948.316,479,507,855,652,458
"BT_1805",3584.273,3966.688,4866.723,306.684,70,97,92,279.26,193
"BT_1806",32061.36,32282.689,29754.419,1674,442,817,763,1409.74,1153
"BT_1807",973,995.738,955.926,71,33,47,38,46,8
"BT_1808",89.455,109.801,102.881,0,0,0,6,2,1.644
"BT_1809",19340.754,17010.421,17010.487,527,156,146,267,638,525.356
"BT_1810",1314.645,1395.042,1217.706,48,41,43,46,26,34
"BT_1811",1048.966,964.829,1071.569,388.017,109.834,211,2350.463,285,267
"BT_1812",36523.553,44170.471,37748.347,12221.983,2632.166,2918,9516.537,2788,4793
"BT_1813",1184.62,1183.959,1290.768,66,51,0,45,60.059,75
"BT_1814",10128.225,8814.952,9433.119,730.073,215,231,405,688.944,323
"BT_1815",1081.256,1051.203,1124.378,421.691,298.003,208.262,182,280.997,156
"BT_1816",142.899,105.909,135.735,333.236,107.997,72.738,76,75,0
"BT_1817",453,349,261,1424,285,80,323,189,108
"BT_1818",162,126,132,224,208,74,152,160,125
"BT_1819",1039,1088,995,606,115,103,1213,340,212
"BT_1820",12270.639,10205.118,9607.442,477,87,97,439,293,132
"BT_1821",676.02,608.893,645.803,93,24,0,125,121,47
"BT_1822",582.654,634.511,702.755,58,0,0,67,19,21
"BT_1823",315.068,279,439.69,50,21,0,63,45,4
"BT_1824",107.057,83,48.166,0,0,0,0,1,0
"BT_1825",67.874,71,67.144,20,18,14,28,32,0
"BT_1826",192,202,218,737,117,294,4152,222,214
"BT_1827",733,867,765,234,81,37,811,36,55
"BT_1828",1111,1260,1459,1913,636,412,7731.942,724,925
"BT_1829",42231.802,43847.457,52790.657,89816.861,25269.682,33160.063,279122.041,26125.204,40377.605
"BT_1830",6236.888,8865.009,8024.571,6045.139,1976.318,2683.937,23434.856,3038.796,2829.395
"BT_1831",20230.66,18544,18248,7279,2726,1880,2637,3730,2010
"BT_1832",305,270,359,96,1,0,37,0,0
"BT_1833",9396.002,8617.097,9757.63,36325.887,9513,7541,15276,4434,4791
"BT_1834",1034.255,1127.952,1222.918,125,16,28,53,122,66
"BT_1835",659.654,841.046,899.68,63,15,0,54,4,36
"BT_1836",590.091,664.996,685.261,34,0,5,19,43,0
"BT_1837",110,167,166.141,11,0,5,0,62,12
"BT_1838",1892,1630,1506,210,201,76,104,234,65
"BT_1839",1895,1895,1580,1166,361,346,707,426,402
"BT_1840",7159,9192.006,8464,3096,1370,1113,4965,2560,2112
"BT_1841",6956,8359,8422,5725,1316,1444,4512,1289,1853
"BT_1842",246,232.033,237,130,28,81,84,151,122
"BT_1843",20079.926,16848.173,15905.526,4239,1674,1285,2964,2658,2058
"BT_1844",1487.826,1399.002,1647.191,207,158,48,186,97,20
"BT_1845",919.464,901,1126.62,124,74.228,19,40,199,44
"BT_1846",2975.355,2829,4027.769,265,75.772,158,91,357,146
"BT_1847",22017.411,17745.61,20750.703,685,412,168,1292,1031,434
"BT_1848",211,233,342,38,0,51,16,23,31
"BT_1849",0,0,0,0,0,0,0,0,0
"BT_1850",899.498,788.792,873.508,147.344,87,68,691,57.97,80
"BT_1851",2506.579,3067.28,2864.483,390.004,231,114,381,147.03,106
"BT_1852",14719.923,15211.941,12070.736,7071.652,2753,2581,2173,3725,3773
"BT_1853",1372.066,1507.001,1656,99,37,37,122,150,84
"BT_1854",188.187,272.981,231.394,29,22,0,26,1,9
"BT_1855",737.779,573.019,567.606,26,38,0,29,35,12
"BT_1856",3043.116,2946,2841,2090,714,666,449,1186,804
"BT_1857",2259.331,2860,3117,1133,322,272,646,450,394
"BT_1858",5471.443,6600,5523.003,495,142,79,338,192,242
"BT_1859",406.225,382.013,511.24,109.394,0,22,134,82,102
"BT_1860",2912.652,3049.457,3397.835,596.833,177,209,523.361,230,285
"BT_1861",3499.147,3732.179,3805.943,1239.774,520,226,1471.639,605,804
"BT_1862",7748,6265,7844,214,95,60,1931,213,142
"BT_1863",45,78.505,87.755,16,6,17,3,6,10
"BT_1864",4,5,21,17,0,9,80,0,0
"BT_1865",7,15,14,33,0,0,4,14,0
"BT_1866",1,0,5,0,0,0,1,29,0
"BT_1867",126,76,60,7,4,0,65,0,0
"BT_1868",358,266,296,1781,464,489,9246,1257,1176
"BT_1869",8597.867,4729.858,5427.295,2571.161,746,370,4389.909,613,409
"BT_1870",8405.183,8329.198,7788.24,2956.839,1159,863,1733.091,497,450
"BT_1871",2536.008,2534,2176.315,789,166,244,173,579,489
"BT_1872",14244.302,17253,13941.685,2519,785,822,425,1418,1063
"BT_1873",172,174.891,167,18,0,0,24,42,19
"BT_1874",146,148.109,127.58,87.026,51.75,15,65,91.033,42
"BT_1875",312,298,299.42,818.974,125.25,46,311,349.967,538
"BT_1876",49,39.372,69,408.379,150,92.603,72,77,37
"BT_1877",68,74.628,63,73.621,27,16.397,40,18,3
"BT_1878",13563.117,14113.756,11704,3255,1342,904,881,1593,1210
"BT_1879",14174.752,14283.539,14709.243,4960,1820,1352,1124,3593.623,2943
"BT_1880",3306.731,2986.442,3631.721,73,23,21,46,156.377,64
"BT_1881",2832.394,2489.791,2956.978,35,5,28,39,58,0
"BT_1882",4360.637,3749.228,4041.681,59,45,22,95,147,13
"BT_1883",482,439,414,92,43,32,145,76,117
"BT_1884",859.17,1464.581,1498.908,545,22,174,558,289,356
"BT_1885",2248.039,2552.419,3115.187,175,137,79,712,140,102
"BT_1886",5080.81,6310,7909.852,572,178,151,667,306,131
"BT_1887",2874,3356,3400.053,147,172,59,38,135,70
"BT_1888",2382,1610,1736,302,85,15,65,17,19
"BT_1889",604,569,470,85,11,25,76,186,95
"BT_1890",21,11,10,0,0,0,18,0,0
"BT_1891",236.91,295.283,142.258,95.111,0,0,33.889,168.973,0
"BT_1893",335,357,374,297,70,63,451,402,168
"BT_1894",839.054,640,787,490,123,185,68,137,50
"BT_1895",7299,7993,4835,1127,296,282,1082,727,694
"BT_1896",485,462,585,97,31,52,202,85,59
"BT_1897",238.731,285,239.689,79,21,23,128,53,26
"BT_1898",168.269,140,175.311,132,19,21,73,92,0
"BT_1899",820,1045,1066,172,39,96,76,44,81
"BT_1900",24,65,59,14,9,0,9,47,11
"BT_1901",42,29,34,12,0,0,7,39,0
"BT_1902",8,8,5,0,0,0,3,0,0
"BT_1903",6,8,6,13,6,14,0,0,0
"BT_1904",454,590,515,280,65,30,32,59,54
"BT_1905",87,126,117,232,115,116,222,128.167,200
"BT_1906",288,234,221,140,36,37,61,57.833,47
"BT_1907",1652,896,1098,1090,231,156,1481,517,203
"BT_1908",14043.629,16464,15866,1843,568,539,459,422,409
"BT_1909",0,0,0,0,0,0,0,0,0
"BT_1910",1157,821,1282,200,96,58,75,96,67
"BT_1911",5352,4827.855,4961,137,129,94,76,110,73
"BT_1912",10,2,6,3,0,0,96,26,0
"BT_1913",6294.257,5327,5081,163,40,43,161,206,122
"BT_1914",2434,1793.011,2069,158,12,37,213,60,31
"BT_1915",48438.11,46956.069,44587.693,1937.252,735,883,721.538,1234.995,1040.971
"BT_1916",1665.554,1565.818,2321.004,103.748,45,41,89.462,29.005,111.029
"BT_1917",79311.939,79400.583,75252.315,3915,992,1504,2977,4533,3840
"BT_1918",278,306,266,125,102,49,39,72,65
"BT_1919",27771.931,33974.088,29519.449,3826,2127,1806,1154,2575,2367
"BT_1920",94,122,72,201,81,63,44,11,45
"BT_1921",194.148,108.839,189.656,19,0,0,17,0,0
"BT_1922",969.852,788.161,884.344,272,163,70,99,59,106
"BT_1923",2738,2511,2850,269,148,63,144,285,172
"BT_1924",621,341,608,56,73,19,125,94,6
"BT_1925",0,0,1,0,0,0,19,20,0
"BT_1926",600,528,533,40.006,14,29,170,83,0
"BT_1927",204,187,196,320.994,140,67,452,127,27
"BT_1928",58,41,44,23,17,0,8,65,22
"BT_1929",26,14,22,11,16,33,38,9,67
"BT_1930",46,37,24,17,0,0,38,17,0
"BT_1931",2310.768,2211,2836,188,91,79,500,329,178
"BT_1932",59,72,64,41,10,7,24,0,0
"BT_1933",13,9,10,8,0,0,0,0,0
"BT_1934",1685.843,1579.416,1960.04,74,22,30,68.967,66,65
"BT_1935",1137.952,1091.638,1433.871,12,0,7,47.033,52,75
"BT_1936",2770.721,2853.778,3280.167,222,13,80,45,227,32
"BT_1937",8019.206,6458.162,7084.969,1027,185,227,197,782.731,431
"BT_1938",1471.545,1293.016,1692.351,82,80,31,124,132.269,87
"BT_1939",1891.733,2071.99,2664.601,317,163,113,224,345,89
"BT_1940",1486,1327,1487,398,95,177,151,148,51
"BT_1941",12,0,16,22,11,15,10,0,0
"BT_1942",20,11,19,10,0,0,9,0,0
"BT_1943",4,5,4,0,0,0,0,0,19
"BT_1944",8,16,5,20,0,0,0,0,0
"BT_1945",73,66,55,15,0,0,10,32,18
"BT_1946",159,178,102,36.186,41,6,5,0,0
"BT_1947",114,119,49,101.814,0,21,41,34,45
"BT_1948",2,1,0,0,0,0,12,0,0
"BT_1949",122.444,118.565,130.975,12,0,0,14,20,0
"BT_1950",1223.675,1075.798,1016.371,46,18,0,22,90,46
"BT_1951",4410.016,4392.036,3736.489,140,57,53,69,341.999,86
"BT_1952",13581.208,14778.014,12019.078,1343,591,510,511,1443.001,496
"BT_1953",106434.022,95557.874,82074.043,17125,6200,5524,11930,14763,7774
"BT_1954",5736.851,5355.337,5296.938,566,119,133,198,642,189
"BT_1955",17358.746,17581.024,17043.901,950.853,362,365,423,1283.236,879.916
"BT_1956",15599.988,15025.923,14870.671,1349.147,424,434,758,2073.705,1499.085
"BT_1957",5548.415,5833.63,6571.057,1251,553,578,389,851.059,888.999
"BT_1958",19,9,6,0,0,0,11,0,0
"BT_1959",5,0,0,1,0,0,0,0,0
"BT_1960",50,49,64.113,0,0,0,0,0,0
"BT_1961",11,7,6.872,0,0,0,0,0,0
"BT_1962",1347.24,1623.616,1586.781,163.112,50.341,3,70,56.992,59.021
"BT_1963",612,569,553,115,79,34,24,123,32
"BT_1964",1694.337,2134.385,1515.675,63,86,38,29,74,68.459
"BT_1965",192.8,241.615,148.325,23,7,15,22,14,26.541
"BT_1966",168.77,196,164,79.552,19,9,46,46,46
"BT_1967",25,60,50,8,0,0,47,0,0
"BT_1968",590,548,518,152,43,0,64,31,0
"BT_1969",6268,7265.249,8794,1432,336,525,354,351,437
"BT_1970",48723.242,61455.875,54884.023,1665,685,525,843,1627,1220
"BT_1971",3273.09,3134,3489,370,253,226,311,742,422
"BT_1972",6162.803,6028,5758.001,876,277,312,394,1164,517
"BT_1973",69958.543,51049.593,57318.786,184248,82189,68863,385273.183,448868,213496
"BT_1974",9558.933,9034,9369,759,461,438,540,883,579
"BT_1975",11185.213,10969,9832,1070,266,333,345,899,756
"BT_1976",34,41,26,62,2,0,2,28,19
"BT_1976a",2401,2181,2070,981,551,449,455,843,607
"BT_1977",10133.438,12116.711,10139.016,1268,624,521,962,650,667
"BT_1978",13718.443,17624.318,13664.984,1399,529,391,329,290,266
"BT_1979",19291.723,21399.896,23067.827,3746,1786,1110,554,932,857
"BT_1980",1184,1206,1263,329,104,127,573,186,216
"BT_1981",0,0,4,0,0,0,0,0,0
"BT_1982",4,4,6,3,0,0,0,0,0
"BT_1983",1170,1244,1129,59,8,32,25,62,24
"BT_1984",34.327,17.226,14.864,107.956,0,12,40,52.047,47
"BT_1985",234.673,354.774,393.136,1302.044,299,315,96,186.953,188
"BT_1986",6573.959,6118,6905,140,81,46,38,112,54
"BT_1987",397,302,443,52,29,15,8,0,20
"BT_1988",33,20,24,19,13,0,10,0,0
"BT_1989",635,340,635,154,95,49,110,121,46
"BT_1990",0,3,4,0,0,0,0,0,0
"BT_1991",1,3,1,0,0,0,0,59,0
"BT_1992",5,4,3,2,0,13,19,0,12
"BT_1993",5935,5903,5848,14042.244,8881,5546,3416.848,3650,3186
"BT_1994",112.934,54.997,85,2071.06,584.002,513.135,5112.199,1679.663,1386.173
"BT_1995",1272.066,682.003,583,7871.696,2574.998,2725.865,18192.953,10947.337,6449.827
"BT_1997",4,0,3,0,0,0,14,0,0
"BT_1998",92090.455,72709.33,80134.578,59024.184,19697.991,20822,28509.795,50343.229,47901.907
"BT_1999",6415.289,7385.143,6887.5,2544.816,758.009,833,684.691,1366.771,1455.093
"BT_2000",86499.434,92766.392,79922.579,10836,2895,2401,3615.513,6342,6245
